episode,steps,reward,success,avg_loss
540,80,0.0000,0,-0.0100
541,80,0.0000,0,0.0129
542,80,0.0000,0,0.0132
543,80,0.0000,0,0.0790
544,80,0.0000,0,-0.0054
545,80,0.0000,0,-0.0100
546,80,0.0000,0,-0.0124
547,80,0.0000,0,-0.0110
548,76,10.0000,1,0.5233
549,51,10.0000,1,0.4104
550,80,0.0000,0,-0.0651
551,80,0.0000,0,0.0075
552,80,0.0000,0,-0.0715
553,80,0.0000,0,0.1606
554,47,10.0000,1,0.3690
555,80,0.0000,0,-0.0617
556,80,0.0000,0,-0.0699
557,80,0.0000,0,-0.0535
558,71,10.0000,1,0.3933
559,47,10.0000,1,0.3284
560,80,0.0000,0,0.3878
561,42,10.0000,1,0.2913
562,44,10.0000,1,0.2489
563,24,10.0000,1,0.3492
564,56,10.0000,1,0.2283
565,24,10.0000,1,0.0654
566,22,10.0000,1,-0.0417
567,80,0.0000,0,1.1100
568,80,0.0000,0,0.8579
569,14,10.0000,1,-0.1104
570,13,10.0000,1,-0.2461
571,21,10.0000,1,0.1490
572,27,10.0000,1,0.0522
573,65,10.0000,1,0.8588
574,21,10.0000,1,0.0407
575,68,10.0000,1,0.6536
576,20,10.0000,1,-0.1329
577,80,0.0000,0,0.4844
578,80,0.0000,0,0.3886
579,21,10.0000,1,-0.0099
580,80,0.0000,0,0.1912
581,80,0.0000,0,0.2702
582,21,10.0000,1,0.0095
583,80,0.0000,0,0.0610
584,30,10.0000,1,0.0245
585,33,10.0000,1,0.0196
586,21,10.0000,1,0.1009
587,21,10.0000,1,0.0934
588,65,10.0000,1,0.4920
589,20,10.0000,1,-0.0094
590,21,10.0000,1,-0.0454
591,80,0.0000,0,0.5130
592,80,0.0000,0,0.4296
593,25,10.0000,1,-0.1133
594,15,10.0000,1,-0.2248
595,16,10.0000,1,-0.1427
596,25,10.0000,1,0.1132
597,23,10.0000,1,0.2300
598,20,10.0000,1,0.1607
599,11,10.0000,1,-0.3492
