episode,steps,reward,success,avg_loss
502,60,0.0000,0,-0.0346
503,60,0.0000,0,-0.0380
504,60,0.0000,0,-0.0342
505,60,0.0000,0,-0.0262
506,60,0.0000,0,-0.0308
507,60,0.0000,0,-0.0033
508,60,0.0000,0,0.0100
509,60,0.0000,0,-0.0009
510,60,0.0000,0,-0.0070
511,60,0.0000,0,-0.0211
512,60,0.0000,0,-0.0068
513,60,0.0000,0,-0.0033
514,60,0.0000,0,-0.0082
515,60,0.0000,0,-0.0183
516,60,0.0000,0,0.0028
517,60,0.0000,0,-0.0309
518,60,0.0000,0,-0.0178
519,60,0.0000,0,0.0115
520,60,0.0000,0,-0.0002
521,60,0.0000,0,-0.0115
522,60,0.0000,0,-0.0177
523,60,0.0000,0,-0.0157
524,60,0.0000,0,-0.0113
525,60,0.0000,0,-0.0146
526,60,0.0000,0,-0.0097
527,60,0.0000,0,-0.0090
528,60,0.0000,0,-0.0025
529,60,0.0000,0,0.0035
530,60,0.0000,0,-0.0109
531,60,0.0000,0,-0.0169
532,60,0.0000,0,-0.0145
533,60,0.0000,0,0.0024
534,60,0.0000,0,-0.0146
535,60,0.0000,0,-0.0149
536,60,0.0000,0,-0.0134
537,60,0.0000,0,0.1212
538,60,0.0000,0,-0.0197
539,60,0.0000,0,-0.0187
540,60,0.0000,0,-0.0215
541,60,0.0000,0,-0.0191
542,60,0.0000,0,-0.0124
543,60,0.0000,0,-0.0051
544,60,0.0000,0,-0.0048
545,60,0.0000,0,-0.0075
546,41,10.0000,1,0.4502
547,60,0.0000,0,-0.0297
548,60,0.0000,0,0.0047
549,59,10.0000,1,0.4053
550,60,0.0000,0,-0.0123
551,57,10.0000,1,0.3598
552,60,0.0000,0,0.0316
553,60,0.0000,0,0.0830
554,14,10.0000,1,0.3959
555,11,10.0000,1,0.3953
556,29,10.0000,1,0.1758
557,60,0.0000,0,-0.0089
558,47,10.0000,1,0.4922
559,60,0.0000,0,0.0382
560,28,10.0000,1,0.2074
561,22,10.0000,1,0.1837
562,34,10.0000,1,0.3664
563,34,10.0000,1,0.0604
564,20,10.0000,1,0.3748
565,13,10.0000,1,0.7261
566,51,10.0000,1,0.9870
567,60,0.0000,0,0.2646
568,60,0.0000,0,0.0249
569,18,10.0000,1,0.1746
570,41,10.0000,1,0.3121
571,60,0.0000,0,-0.0343
572,15,10.0000,1,0.0906
573,57,10.0000,1,0.2510
574,25,10.0000,1,-0.1272
575,33,10.0000,1,-0.2546
576,46,10.0000,1,-0.1209
577,17,10.0000,1,0.4738
578,60,0.0000,0,-0.1755
579,60,0.0000,0,-0.0068
580,60,0.0000,0,0.1492
581,60,0.0000,0,0.1685
582,60,0.0000,0,0.1437
583,60,0.0000,0,0.0728
584,60,0.0000,0,-0.0378
585,60,0.0000,0,-0.0812
586,60,0.0000,0,-0.0384
587,60,0.0000,0,0.0283
588,60,0.0000,0,0.0123
589,60,0.0000,0,-0.0070
590,60,0.0000,0,0.0009
591,60,0.0000,0,-0.0021
592,60,0.0000,0,-0.0213
593,60,0.0000,0,-0.0034
594,60,0.0000,0,-0.0200
595,60,0.0000,0,-0.0270
596,60,0.0000,0,-0.0011
597,60,0.0000,0,-0.0077
598,60,0.0000,0,0.0052
599,60,0.0000,0,-0.0187
600,60,0.0000,0,-0.0092
601,60,0.0000,0,-0.0144
602,60,0.0000,0,-0.0255
603,60,0.0000,0,0.0070
604,23,10.0000,1,0.4656
605,60,0.0000,0,-0.0083
606,60,0.0000,0,-0.0514
607,60,0.0000,0,-0.0539
608,60,0.0000,0,-0.0504
609,60,0.0000,0,-0.0311
610,60,0.0000,0,-0.0228
611,60,0.0000,0,-0.0062
612,60,0.0000,0,0.0114
613,60,0.0000,0,0.0687
614,60,0.0000,0,-0.0019
615,60,0.0000,0,0.0036
616,60,0.0000,0,-0.1427
617,60,0.0000,0,0.0130
618,60,0.0000,0,0.0224
619,60,0.0000,0,0.0206
620,60,0.0000,0,0.0096
621,60,0.0000,0,0.0431
622,60,0.0000,0,-0.0031
623,60,0.0000,0,-0.0191
624,60,0.0000,0,-0.0202
625,60,0.0000,0,-0.0137
626,60,0.0000,0,-0.0284
627,60,0.0000,0,-0.0212
628,60,0.0000,0,-0.0096
629,60,0.0000,0,-0.0157
630,60,0.0000,0,-0.0056
631,60,0.0000,0,-0.0147
632,60,0.0000,0,-0.0139
633,60,0.0000,0,-0.0103
634,60,0.0000,0,-0.0107
635,60,0.0000,0,-0.0039
636,47,10.0000,1,0.4960
637,60,0.0000,0,-0.0198
638,60,0.0000,0,-0.0260
639,60,0.0000,0,-0.0260
640,60,0.0000,0,-0.0267
641,60,0.0000,0,-0.0153
642,60,0.0000,0,-0.0142
643,60,0.0000,0,-0.0240
644,60,0.0000,0,0.0320
645,60,0.0000,0,-0.0045
646,60,0.0000,0,-0.0094
647,45,10.0000,1,0.4256
648,60,0.0000,0,-0.0315
649,60,0.0000,0,-0.0163
650,60,0.0000,0,0.0158
651,60,0.0000,0,0.1926
652,60,0.0000,0,-0.0098
653,60,0.0000,0,-0.1122
654,49,10.0000,1,0.3903
655,32,10.0000,1,0.3956
656,35,10.0000,1,0.4848
657,19,10.0000,1,0.2728
658,21,10.0000,1,0.8667
659,11,10.0000,1,0.4116
660,20,10.0000,1,0.8139
661,15,10.0000,1,-0.0156
662,60,0.0000,0,-0.4351
663,18,10.0000,1,-0.0064
664,29,10.0000,1,0.0575
665,24,10.0000,1,-0.0026
666,50,10.0000,1,-0.0287
667,26,10.0000,1,0.3922
668,18,10.0000,1,0.7235
669,13,10.0000,1,0.1232
670,21,10.0000,1,0.3576
671,58,10.0000,1,0.6814
672,60,0.0000,0,0.1566
673,60,0.0000,0,-0.1132
674,60,0.0000,0,-0.0193
675,25,10.0000,1,-0.0002
676,25,10.0000,1,0.0354
677,18,10.0000,1,0.1902
678,18,10.0000,1,0.3652
679,13,10.0000,1,0.0231
680,11,10.0000,1,-0.2670
681,60,0.0000,0,0.2180
682,45,10.0000,1,0.2022
683,60,0.0000,0,0.4639
684,60,0.0000,0,0.1426
685,38,10.0000,1,0.1839
686,12,10.0000,1,-0.1170
687,28,10.0000,1,0.1024
688,17,10.0000,1,0.1923
689,30,10.0000,1,0.3738
690,40,10.0000,1,0.0881
691,60,0.0000,0,-0.2770
692,13,10.0000,1,-0.2592
693,41,10.0000,1,-0.0104
694,16,10.0000,1,0.5716
695,9,10.0000,1,0.1028
696,26,10.0000,1,0.7048
697,17,10.0000,1,0.1046
698,14,10.0000,1,0.0413
699,11,10.0000,1,-0.1442
700,11,10.0000,1,-0.1265
701,33,10.0000,1,-0.0976
702,13,10.0000,1,-0.1424
703,9,10.0000,1,0.1519
704,50,10.0000,1,0.6844
705,12,10.0000,1,0.0670
706,11,10.0000,1,-0.1103
707,27,10.0000,1,0.9507
708,9,10.0000,1,0.0441
709,9,10.0000,1,-0.0038
710,10,10.0000,1,0.0929
711,12,10.0000,1,-0.0629
712,15,10.0000,1,0.1757
713,15,10.0000,1,-0.1962
714,11,10.0000,1,-0.1959
715,11,10.0000,1,0.0335
716,9,10.0000,1,0.1492
717,10,10.0000,1,0.1476
718,11,10.0000,1,0.1803
719,11,10.0000,1,0.0272
720,52,10.0000,1,0.8456
721,57,10.0000,1,0.6380
722,60,0.0000,0,0.0366
723,15,10.0000,1,-0.2936
724,47,10.0000,1,0.0474
725,13,10.0000,1,-0.2213
726,16,10.0000,1,-0.1511
727,60,0.0000,0,-0.2843
728,14,10.0000,1,0.1115
729,21,10.0000,1,0.0340
730,11,10.0000,1,0.1437
731,11,10.0000,1,-0.0309
732,13,10.0000,1,0.4735
733,10,10.0000,1,0.1595
734,9,10.0000,1,-0.0560
735,10,10.0000,1,0.0240
736,9,10.0000,1,-0.1122
737,13,10.0000,1,-0.0117
738,10,10.0000,1,0.1045
739,9,10.0000,1,-0.0392
740,34,10.0000,1,0.7858
741,10,10.0000,1,0.0249
742,9,10.0000,1,-0.1096
743,9,10.0000,1,-0.0844
744,9,10.0000,1,0.0313
745,39,10.0000,1,0.7305
746,9,10.0000,1,-0.0372
747,60,0.0000,0,0.1891
748,13,10.0000,1,0.0598
749,9,10.0000,1,-0.0590
