episode,steps,reward,success,avg_loss
193,80,0.0000,0,-0.0044
194,80,0.0000,0,-0.0101
195,80,0.0000,0,-0.0081
196,80,0.0000,0,-0.0093
197,8,10.0000,1,0.3822
198,80,0.0000,0,0.0105
199,80,0.0000,0,0.0091
200,80,0.0000,0,-0.0167
201,80,0.0000,0,-0.0290
202,80,0.0000,0,-0.0236
203,80,0.0000,0,0.0046
204,80,0.0000,0,-0.0005
205,80,0.0000,0,-0.0038
206,80,0.0000,0,-0.0206
207,80,0.0000,0,-0.0236
208,80,0.0000,0,-0.0027
209,80,0.0000,0,-0.0081
210,80,0.0000,0,-0.0017
211,80,0.0000,0,-0.0083
212,80,0.0000,0,-0.0146
213,80,0.0000,0,-0.0131
214,80,0.0000,0,-0.0079
215,80,0.0000,0,-0.0069
216,80,0.0000,0,-0.0081
217,80,0.0000,0,-0.0108
218,80,0.0000,0,-0.0076
219,80,0.0000,0,-0.0077
220,80,0.0000,0,-0.0082
221,80,0.0000,0,-0.0112
222,80,0.0000,0,-0.0085
223,10,10.0000,1,0.4036
224,8,10.0000,1,0.2997
225,80,0.0000,0,0.0619
226,80,0.0000,0,0.0233
227,80,0.0000,0,-0.0336
228,80,0.0000,0,-0.0631
229,80,0.0000,0,-0.0274
230,80,0.0000,0,-0.0113
231,80,0.0000,0,-0.0005
232,80,0.0000,0,-0.0104
233,80,0.0000,0,0.0070
234,80,0.0000,0,-0.0308
235,80,0.0000,0,-0.0117
236,80,0.0000,0,-0.0200
237,80,0.0000,0,-0.0021
238,80,0.0000,0,-0.0087
239,80,0.0000,0,0.0018
240,80,0.0000,0,-0.0134
241,80,0.0000,0,-0.0071
242,80,0.0000,0,-0.0145
243,80,0.0000,0,-0.0115
244,80,0.0000,0,-0.0050
245,80,0.0000,0,-0.0041
246,80,0.0000,0,-0.0040
247,80,0.0000,0,-0.0175
248,80,0.0000,0,-0.0131
249,80,0.0000,0,-0.0084
250,80,0.0000,0,-0.0074
251,80,0.0000,0,-0.0097
252,80,0.0000,0,0.0018
253,80,0.0000,0,-0.0133
254,80,0.0000,0,-0.0136
255,80,0.0000,0,-0.0104
256,80,0.0000,0,-0.0065
257,80,0.0000,0,-0.0115
258,80,0.0000,0,-0.0085
259,80,0.0000,0,-0.0114
260,80,0.0000,0,-0.0137
261,80,0.0000,0,-0.0072
262,80,0.0000,0,-0.0089
263,80,0.0000,0,-0.0090
264,80,0.0000,0,-0.0141
265,30,10.0000,1,0.4697
266,80,0.0000,0,0.0253
267,80,0.0000,0,0.0345
268,20,10.0000,1,0.4145
269,80,0.0000,0,0.0049
270,22,10.0000,1,0.3360
271,80,0.0000,0,-0.0465
272,9,10.0000,1,0.0833
273,8,10.0000,1,0.0675
274,80,0.0000,0,0.3915
275,80,0.0000,0,0.2552
276,80,0.0000,0,0.0176
277,80,0.0000,0,-0.0475
278,80,0.0000,0,-0.1188
279,80,0.0000,0,-0.0752
280,80,0.0000,0,-0.0164
281,80,0.0000,0,0.0227
282,80,0.0000,0,0.0292
283,80,0.0000,0,0.0269
284,80,0.0000,0,0.0094
285,80,0.0000,0,-0.0020
286,80,0.0000,0,-0.0099
287,80,0.0000,0,-0.0149
288,80,0.0000,0,-0.0146
289,80,0.0000,0,-0.0179
290,80,0.0000,0,-0.0146
291,80,0.0000,0,-0.0065
292,80,0.0000,0,-0.0077
293,80,0.0000,0,-0.0045
294,80,0.0000,0,-0.0002
295,80,0.0000,0,-0.0057
296,80,0.0000,0,-0.0044
297,80,0.0000,0,-0.0033
298,80,0.0000,0,-0.0113
299,80,0.0000,0,-0.0080
300,80,0.0000,0,-0.0125
301,80,0.0000,0,-0.0101
302,80,0.0000,0,-0.0093
303,80,0.0000,0,-0.0064
304,80,0.0000,0,-0.0065
305,80,0.0000,0,-0.0105
306,80,0.0000,0,-0.0066
307,80,0.0000,0,-0.0104
308,80,0.0000,0,-0.0130
309,13,10.0000,1,0.4361
310,8,10.0000,1,0.3612
311,80,0.0000,0,0.0145
312,80,0.0000,0,0.0137
313,80,0.0000,0,0.0095
314,80,0.0000,0,0.0006
315,80,0.0000,0,-0.0070
316,80,0.0000,0,-0.0180
317,80,0.0000,0,-0.0207
318,80,0.0000,0,-0.0156
319,80,0.0000,0,-0.0188
320,80,0.0000,0,-0.0161
321,80,0.0000,0,-0.0075
322,80,0.0000,0,-0.0048
323,80,0.0000,0,-0.0117
324,80,0.0000,0,-0.0129
325,80,0.0000,0,-0.0082
326,80,0.0000,0,-0.0130
327,80,0.0000,0,-0.0101
328,80,0.0000,0,-0.0094
329,80,0.0000,0,-0.0112
330,80,0.0000,0,-0.0113
331,24,10.0000,1,0.4438
332,80,0.0000,0,-0.0027
333,80,0.0000,0,-0.0014
334,80,0.0000,0,-0.0102
335,80,0.0000,0,-0.0025
336,10,10.0000,1,0.3195
337,80,0.0000,0,-0.0058
338,80,0.0000,0,0.0087
339,80,0.0000,0,-0.0085
340,8,10.0000,1,0.1400
341,80,0.0000,0,0.0137
342,80,0.0000,0,0.0293
343,80,0.0000,0,0.0258
344,80,0.0000,0,0.0009
345,80,0.0000,0,-0.0113
346,80,0.0000,0,-0.0056
347,80,0.0000,0,-0.0140
348,80,0.0000,0,-0.0176
349,80,0.0000,0,-0.0242
350,80,0.0000,0,-0.0158
351,80,0.0000,0,-0.0076
352,80,0.0000,0,-0.0069
353,80,0.0000,0,-0.0097
354,80,0.0000,0,-0.0069
355,80,0.0000,0,-0.0045
356,80,0.0000,0,-0.0084
357,80,0.0000,0,-0.0055
358,45,10.0000,1,0.4767
359,80,0.0000,0,0.0064
360,80,0.0000,0,0.0130
361,80,0.0000,0,0.0085
362,80,0.0000,0,0.0003
363,80,0.0000,0,0.0013
364,80,0.0000,0,-0.0038
365,80,0.0000,0,-0.0129
366,27,10.0000,1,0.4171
367,80,0.0000,0,-0.0151
368,80,0.0000,0,-0.0168
369,80,0.0000,0,-0.0121
370,80,0.0000,0,-0.0042
371,80,0.0000,0,-0.0108
372,80,0.0000,0,-0.0083
373,80,0.0000,0,-0.0113
374,80,0.0000,0,-0.0150
375,80,0.0000,0,-0.0066
376,80,0.0000,0,-0.0134
377,80,0.0000,0,-0.0153
378,80,0.0000,0,-0.0116
379,12,10.0000,1,0.3754
380,80,0.0000,0,-0.0046
381,80,0.0000,0,-0.0058
382,80,0.0000,0,-0.0072
383,80,0.0000,0,0.0027
384,80,0.0000,0,-0.0019
385,80,0.0000,0,-0.0107
386,80,0.0000,0,-0.0116
387,54,10.0000,1,0.4544
388,80,0.0000,0,-0.0145
389,80,0.0000,0,-0.0183
390,80,0.0000,0,-0.0179
391,80,0.0000,0,-0.0146
392,80,0.0000,0,-0.0550
393,80,0.0000,0,0.0034
394,80,0.0000,0,0.0106
395,80,0.0000,0,-0.0013
396,16,10.0000,1,0.3821
397,80,0.0000,0,0.0019
398,80,0.0000,0,-0.0289
399,80,0.0000,0,-0.0255
